Date,WJFUELUSGULF
2014-08-08,2.84
2014-08-15,2.84
2014-08-22,2.82
2014-08-29,2.87
2014-09-05,2.84
2014-09-12,2.76
2014-09-19,2.71
2014-09-26,2.66
2014-10-03,2.63
2014-10-10,2.52
2014-10-17,2.43
2014-10-24,2.40
2014-10-31,2.40
2014-11-07,2.40
2014-11-14,2.31
2014-11-21,2.27
2014-11-28,2.19
2014-12-05,2.03
2014-12-12,1.87
2014-12-19,1.76
2014-12-26,1.63
2015-01-02,1.58
2015-01-09,1.53
2015-01-16,1.45
2015-01-23,1.49
2015-01-30,1.50
2015-02-06,1.68
2015-02-13,1.77
2015-02-20,1.81
2015-02-27,1.78
2015-03-06,1.75
2015-03-13,1.64
2015-03-20,1.57
2015-03-27,1.57
2015-04-03,1.58
2015-04-10,1.61
2015-04-17,1.72
2015-04-24,1.75
2015-05-01,1.81
2015-05-08,1.88
2015-05-15,1.88
2015-05-22,1.84
2015-05-29,1.78
2015-06-05,1.77
2015-06-12,1.75
2015-06-19,1.73
2015-06-26,1.70
2015-07-03,1.70
2015-07-10,1.58
2015-07-17,1.54
2015-07-24,1.52
2015-07-31,1.47
2015-08-07,1.42
2015-08-14,1.44
2015-08-21,1.37
2015-08-28,1.31
2015-09-04,1.45
2015-09-11,1.41
2015-09-18,1.36
2015-09-25,1.38
2015-10-02,1.40
2015-10-09,1.46
2015-10-16,1.35
2015-10-23,1.36
2015-10-30,1.38
2015-11-06,1.43
2015-11-13,1.34
2015-11-20,1.27
2015-11-27,1.28
2015-12-04,1.23
2015-12-11,1.14
2015-12-18,1.01
2015-12-25,1.03
2016-01-01,1.03
2016-01-08,1.00
2016-01-15,0.90
2016-01-22,0.85
2016-01-29,0.95
2016-02-05,1.00
2016-02-12,0.97
2016-02-19,0.99
2016-02-26,0.93
2016-03-04,1.01
2016-03-11,1.09
2016-03-18,1.09
2016-03-25,1.09
2016-04-01,1.03
2016-04-08,1.02
2016-04-15,1.15
2016-04-22,1.17
2016-04-29,1.28
2016-05-06,1.20
2016-05-13,1.24
2016-05-20,1.36
2016-05-27,1.37
2016-06-03,1.37
2016-06-10,1.41
2016-06-17,1.36
2016-06-24,1.39
2016-07-01,1.39
2016-07-08,1.35
2016-07-15,1.29
2016-07-22,1.25
2016-07-29,1.17
2016-08-05,1.16
2016-08-12,1.23
2016-08-19,1.36
2016-08-26,1.39
2016-09-02,1.33
2016-09-09,1.32
2016-09-16,1.31
2016-09-23,1.31
2016-09-30,1.36
2016-10-07,1.46
2016-10-14,1.47
2016-10-21,1.46
2016-10-28,1.45
2016-11-04,1.37
2016-11-11,1.32
2016-11-18,1.32
2016-11-25,1.40
2016-12-02,1.43
2016-12-09,1.44
2016-12-16,1.49
2016-12-23,1.50
2016-12-30,1.54
2017-01-06,1.54
2017-01-13,1.51
2017-01-20,1.51
2017-01-27,1.51
2017-02-03,1.52
2017-02-10,1.53
2017-02-17,1.55
2017-02-24,1.57
2017-03-03,1.53
2017-03-10,1.49
2017-03-17,1.40
2017-03-24,1.41
2017-03-31,1.45
2017-04-07,1.51
2017-04-14,1.57
2017-04-21,1.51
2017-04-28,1.45
2017-05-05,1.36
2017-05-12,1.37
2017-05-19,1.43
2017-05-26,1.48
2017-06-02,1.40
2017-06-09,1.30
2017-06-16,1.29
2017-06-23,1.26
2017-06-30,1.31
2017-07-07,1.35
2017-07-14,1.36
2017-07-21,1.43
2017-07-28,1.50
2017-08-04,1.55
2017-08-11,1.54
2017-08-18,1.50
2017-08-25,1.55
2017-09-01,1.76
2017-09-08,1.95
2017-09-15,1.77
2017-09-22,1.72
2017-09-29,1.71
2017-10-06,1.65
2017-10-13,1.64
2017-10-20,1.65
2017-10-27,1.68
2017-11-03,1.71
2017-11-10,1.78
2017-11-17,1.74
2017-11-24,1.78
2017-12-01,1.78
2017-12-08,1.77
2017-12-15,1.80
2017-12-22,1.82
2017-12-29,1.89
2018-01-05,1.92
2018-01-12,1.95
2018-01-19,1.93
2018-01-26,2.00
2018-02-02,1.97
2018-02-09,1.84
2018-02-16,1.78
2018-02-23,1.85
2018-03-02,1.86
2018-03-09,1.81
2018-03-16,1.80
2018-03-23,1.89
2018-03-30,1.95
2018-04-06,1.92
2018-04-13,2.02
2018-04-20,2.04
2018-04-27,2.07
2018-05-04,2.08
2018-05-11,2.15
2018-05-18,2.20
2018-05-25,2.19
2018-06-01,2.14
2018-06-08,2.11
2018-06-15,2.10
2018-06-22,2.05
